tick,n_assemblies,mean_energy_global,reward
6,1,0.21,0.8844444444444445
11,1,0.21,0.8844444444444445
16,1,0.21,0.8844444444444445
21,1,0.21,0.8844444444444445
26,1,0.21,0.8844444444444445
31,1,0.21,0.8844444444444445
36,1,0.21,0.8844444444444445
41,1,0.21,0.8844444444444445
46,1,0.21,0.8844444444444445
51,1,0.21,0.8844444444444445
56,1,0.21,0.8844444444444445
61,1,0.21,0.8844444444444445
66,1,0.21,0.8844444444444445
71,1,0.21,0.8844444444444445
76,1,0.21,0.8844444444444445
81,1,0.21,0.8844444444444445
86,1,0.21,0.8844444444444445
91,1,0.21,0.8844444444444445
96,1,0.21,0.8844444444444445
101,1,0.21,0.8844444444444445
106,1,0.21,0.8844444444444445
111,1,0.21,0.8844444444444445
116,1,0.21,0.8844444444444445
121,1,0.21,0.8844444444444445
126,1,0.21,0.8844444444444445
131,1,0.21,0.8844444444444445
136,1,0.21,0.8844444444444445
141,1,0.21,0.8844444444444445
146,1,0.21,0.8844444444444445
151,1,0.21,0.8844444444444445
156,1,0.21,0.8844444444444445
161,1,0.21,0.8844444444444445
166,1,0.21,0.8844444444444445
171,1,0.21,0.8844444444444445
176,1,0.21,0.8844444444444445
181,1,0.21,0.8844444444444445
186,1,0.21,0.8844444444444445
191,1,0.21,0.8844444444444445
196,1,0.21,0.8844444444444445
201,1,0.21,0.8844444444444445
206,1,0.21,0.8844444444444445
211,1,0.21,0.8844444444444445
216,1,0.21,0.8844444444444445
221,1,0.21,0.8844444444444445
226,1,0.21,0.8844444444444445
231,1,0.21,0.8844444444444445
236,1,0.21,0.8844444444444445
241,1,0.21,0.8844444444444445
246,1,0.21,0.8844444444444445
251,1,0.21,0.8844444444444445
256,1,0.21,0.8844444444444445
261,1,0.21,0.8844444444444445
266,1,0.21,0.8844444444444445
271,1,0.21,0.8844444444444445
276,1,0.21,0.8844444444444445
281,1,0.21,0.8844444444444445
286,1,0.21,0.8844444444444445
291,1,0.21,0.8844444444444445
296,1,0.21,0.8844444444444445
301,1,0.21,0.8844444444444445
