tick,n_assemblies,mean_energy_global,reward
6,1,0.21,0.8333333333333334
11,1,0.21,0.8333333333333334
16,1,0.21,0.8333333333333334
21,1,0.21,0.8333333333333334
26,1,0.21,0.8333333333333334
31,1,0.21,0.8333333333333334
36,1,0.21,0.8333333333333334
41,1,0.21,0.8333333333333334
46,1,0.21,0.8333333333333334
51,1,0.21,0.8333333333333334
56,1,0.21,0.8333333333333334
61,1,0.21,0.8333333333333334
66,1,0.21,0.8333333333333334
71,1,0.21,0.8333333333333334
76,1,0.21,0.8333333333333334
81,1,0.21,0.8333333333333334
86,1,0.21,0.8333333333333334
91,1,0.21,0.8333333333333334
96,1,0.21,0.8333333333333334
101,1,0.21,0.8333333333333334
106,1,0.21,0.8333333333333334
111,1,0.21,0.8333333333333334
116,1,0.21,0.8333333333333334
121,1,0.21,0.8333333333333334
126,1,0.21,0.8333333333333334
131,1,0.21,0.8333333333333334
136,1,0.21,0.8333333333333334
141,1,0.21,0.8333333333333334
146,1,0.21,0.8333333333333334
151,1,0.21,0.8333333333333334
156,1,0.21,0.8333333333333334
161,1,0.21,0.8333333333333334
166,1,0.21,0.8333333333333334
171,1,0.21,0.8333333333333334
176,1,0.21,0.8333333333333334
181,1,0.21,0.8333333333333334
186,1,0.21,0.8333333333333334
191,1,0.21,0.8333333333333334
196,1,0.21,0.8333333333333334
201,1,0.21,0.8333333333333334
206,1,0.21,0.8333333333333334
211,1,0.21,0.8333333333333334
216,1,0.21,0.8333333333333334
221,1,0.21,0.8333333333333334
226,1,0.21,0.8333333333333334
231,1,0.21,0.8333333333333334
236,1,0.21,0.8333333333333334
241,1,0.21,0.8333333333333334
246,1,0.21,0.8333333333333334
251,1,0.21,0.8333333333333334
256,1,0.21,0.8333333333333334
261,1,0.21,0.8333333333333334
266,1,0.21,0.8333333333333334
271,1,0.21,0.8333333333333334
276,1,0.21,0.8333333333333334
281,1,0.21,0.8333333333333334
286,1,0.21,0.8333333333333334
291,1,0.21,0.8333333333333334
296,1,0.21,0.8333333333333334
301,1,0.21,0.8333333333333334
