tick,n_assemblies,mean_energy_global,reward
6,0,0.0,0.5238095238095238
11,0,0.0,0.5238095238095238
16,0,0.0,0.5238095238095238
21,0,0.0,0.5238095238095238
26,0,0.0,0.5238095238095238
31,0,0.0,0.5238095238095238
36,0,0.0,0.5238095238095238
41,0,0.0,0.5238095238095238
46,0,0.0,0.5238095238095238
51,0,0.0,0.5238095238095238
56,0,0.0,0.5238095238095238
61,0,0.0,0.5238095238095238
66,0,0.0,0.5238095238095238
71,0,0.0,0.5238095238095238
76,0,0.0,0.5238095238095238
81,0,0.0,0.5238095238095238
86,0,0.0,0.5238095238095238
91,0,0.0,0.5238095238095238
96,0,0.0,0.5238095238095238
101,0,0.0,0.5238095238095238
106,0,0.0,0.5238095238095238
111,0,0.0,0.5238095238095238
116,0,0.0,0.5238095238095238
121,0,0.0,0.5238095238095238
126,0,0.0,0.5238095238095238
131,0,0.0,0.5238095238095238
136,0,0.0,0.5238095238095238
141,0,0.0,0.5238095238095238
146,0,0.0,0.5238095238095238
151,0,0.0,0.5238095238095238
156,0,0.0,0.5238095238095238
161,0,0.0,0.5238095238095238
166,0,0.0,0.5238095238095238
171,0,0.0,0.5238095238095238
176,0,0.0,0.5238095238095238
181,0,0.0,0.5238095238095238
186,0,0.0,0.5238095238095238
191,0,0.0,0.5238095238095238
196,0,0.0,0.5238095238095238
201,0,0.0,0.5238095238095238
206,0,0.0,0.5238095238095238
211,0,0.0,0.5238095238095238
216,0,0.0,0.5238095238095238
221,0,0.0,0.5238095238095238
226,0,0.0,0.5238095238095238
231,0,0.0,0.5238095238095238
236,0,0.0,0.5238095238095238
241,0,0.0,0.5238095238095238
246,0,0.0,0.5238095238095238
251,0,0.0,0.5238095238095238
256,0,0.0,0.5238095238095238
261,0,0.0,0.5238095238095238
266,0,0.0,0.5238095238095238
271,0,0.0,0.5238095238095238
276,0,0.0,0.5238095238095238
281,0,0.0,0.5238095238095238
286,0,0.0,0.5238095238095238
291,0,0.0,0.5238095238095238
296,0,0.0,0.5238095238095238
301,0,0.0,0.5238095238095238
