tick,n_assemblies,mean_energy_global,reward
6,0,0.0,0.4444444444444444
11,0,0.0,0.4444444444444444
16,0,0.0,0.4444444444444444
21,0,0.0,0.4444444444444444
26,0,0.0,0.4444444444444444
31,0,0.0,0.4444444444444444
36,0,0.0,0.4444444444444444
41,0,0.0,0.4444444444444444
46,0,0.0,0.4444444444444444
51,0,0.0,0.4444444444444444
56,0,0.0,0.4444444444444444
61,0,0.0,0.4444444444444444
66,0,0.0,0.4444444444444444
71,0,0.0,0.4444444444444444
76,0,0.0,0.4444444444444444
81,0,0.0,0.4444444444444444
86,0,0.0,0.4444444444444444
91,0,0.0,0.4444444444444444
96,0,0.0,0.4444444444444444
101,0,0.0,0.4444444444444444
106,0,0.0,0.4444444444444444
111,0,0.0,0.4444444444444444
116,0,0.0,0.4444444444444444
121,0,0.0,0.4444444444444444
126,0,0.0,0.4444444444444444
131,0,0.0,0.4444444444444444
136,0,0.0,0.4444444444444444
141,0,0.0,0.4444444444444444
146,0,0.0,0.4444444444444444
151,0,0.0,0.4444444444444444
156,0,0.0,0.4444444444444444
161,0,0.0,0.4444444444444444
166,0,0.0,0.4444444444444444
171,0,0.0,0.4444444444444444
176,0,0.0,0.4444444444444444
181,0,0.0,0.4444444444444444
186,0,0.0,0.4444444444444444
191,0,0.0,0.4444444444444444
196,0,0.0,0.4444444444444444
201,0,0.0,0.4444444444444444
206,0,0.0,0.4444444444444444
211,0,0.0,0.4444444444444444
216,0,0.0,0.4444444444444444
221,0,0.0,0.4444444444444444
226,0,0.0,0.4444444444444444
231,0,0.0,0.4444444444444444
236,0,0.0,0.4444444444444444
241,0,0.0,0.4444444444444444
246,0,0.0,0.4444444444444444
251,0,0.0,0.4444444444444444
256,0,0.0,0.4444444444444444
261,0,0.0,0.4444444444444444
266,0,0.0,0.4444444444444444
271,0,0.0,0.4444444444444444
276,0,0.0,0.4444444444444444
281,0,0.0,0.4444444444444444
286,0,0.0,0.4444444444444444
291,0,0.0,0.4444444444444444
296,0,0.0,0.4444444444444444
301,0,0.0,0.4444444444444444
