tick,n_assemblies,mean_energy_global,reward
6,1,0.20952380952380953,0.49433106575963714
11,1,0.20952380952380953,0.49433106575963714
16,1,0.20952380952380953,0.49433106575963714
21,1,0.20952380952380953,0.49433106575963714
26,1,0.20952380952380953,0.49433106575963714
31,1,0.20952380952380953,0.49433106575963714
36,1,0.20952380952380953,0.49433106575963714
41,1,0.20952380952380953,0.49433106575963714
46,1,0.20952380952380953,0.49433106575963714
51,1,0.20952380952380953,0.49433106575963714
56,1,0.20952380952380953,0.49433106575963714
61,1,0.20952380952380953,0.49433106575963714
66,1,0.20952380952380953,0.49433106575963714
71,1,0.20952380952380953,0.49433106575963714
76,1,0.20952380952380953,0.49433106575963714
81,1,0.20952380952380953,0.49433106575963714
86,1,0.20952380952380953,0.49433106575963714
91,1,0.20952380952380953,0.49433106575963714
96,1,0.20952380952380953,0.49433106575963714
101,1,0.20952380952380953,0.49433106575963714
106,1,0.20952380952380953,0.49433106575963714
111,1,0.20952380952380953,0.49433106575963714
116,1,0.20952380952380953,0.49433106575963714
121,1,0.20952380952380953,0.49433106575963714
126,1,0.20952380952380953,0.49433106575963714
131,1,0.20952380952380953,0.49433106575963714
136,1,0.20952380952380953,0.49433106575963714
141,1,0.20952380952380953,0.49433106575963714
146,1,0.20952380952380953,0.49433106575963714
151,1,0.20952380952380953,0.49433106575963714
156,1,0.20952380952380953,0.49433106575963714
161,1,0.20952380952380953,0.49433106575963714
166,1,0.20952380952380953,0.49433106575963714
171,1,0.20952380952380953,0.49433106575963714
176,1,0.20952380952380953,0.49433106575963714
181,1,0.20952380952380953,0.49433106575963714
186,1,0.20952380952380953,0.49433106575963714
191,1,0.20952380952380953,0.49433106575963714
196,1,0.20952380952380953,0.49433106575963714
201,1,0.20952380952380953,0.49433106575963714
206,1,0.20952380952380953,0.49433106575963714
211,1,0.20952380952380953,0.49433106575963714
216,1,0.20952380952380953,0.49433106575963714
221,1,0.20952380952380953,0.49433106575963714
226,1,0.20952380952380953,0.49433106575963714
231,1,0.20952380952380953,0.49433106575963714
236,1,0.20952380952380953,0.49433106575963714
241,1,0.20952380952380953,0.49433106575963714
246,1,0.20952380952380953,0.49433106575963714
251,1,0.20952380952380953,0.49433106575963714
256,1,0.20952380952380953,0.49433106575963714
261,1,0.20952380952380953,0.49433106575963714
266,1,0.20952380952380953,0.49433106575963714
271,1,0.20952380952380953,0.49433106575963714
276,1,0.20952380952380953,0.49433106575963714
281,1,0.20952380952380953,0.49433106575963714
286,1,0.20952380952380953,0.49433106575963714
291,1,0.20952380952380953,0.49433106575963714
296,1,0.20952380952380953,0.49433106575963714
301,1,0.20952380952380953,0.49433106575963714
